customer_id,customer_name,signup_date,country,segment,age_group
CUST101538,Arif Osman,2026-01-15,Malaysia,Budget,45-54
CUST101539,Siti Lee,2025-10-16,Thailand,Budget,55+
CUST101540,Farhan Osman,2026-07-01,Thailand,Premium,25-34
CUST101541,Kumar Binte Ismail,2025-11-17,Malaysia,Mainstream,45-54
CUST101542,Priya Wong,2026-05-26,Singapore,Budget,35-44
CUST101543,Nur Aisyah Bin Abdullah,2025-05-30,Indonesia,Premium,25-34
CUST101544,Siti Kaur,2024-10-15,Singapore,Premium,25-34
CUST101545,Priya Wong,2025-08-24,Indonesia,Mainstream,35-44
CUST101546,Ravi Binte Ismail,2024-10-02,Malaysia,Budget,25-34
CUST101547,Chen Wei Chua,2024-08-15,Malaysia,Mainstream,18-24
CUST101548,Nur Aisyah Rahman,2026-06-20,Malaysia,Budget,45-54
CUST101549,Nur Aisyah Rahman,2025-07-18,Malaysia,Mainstream,35-44
CUST101550,Jia Xin Lim,2025-07-09,Thailand,Budget,45-54
CUST101551,Wei Ming Lee,2025-10-21,Singapore,Mainstream,35-44
CUST101552,Ravi Rahman,2024-11-30,Thailand,Mainstream,35-44
CUST101553,Suresh Wong,2025-10-14,Singapore,Premium,45-54
CUST101554,Chen Wei Binte Ismail,2026-06-19,Indonesia,Mainstream,18-24
CUST101555,Ahmad Chua,2025-06-25,Thailand,Budget,25-34
CUST101556,Hui Ling Muthu,2026-03-04,Malaysia,Budget,35-44
CUST101557,Jia Xin Kaur,2025-11-12,Singapore,Mainstream,55+
CUST101558,Zhi Hao Nair,2025-07-28,Indonesia,Budget,25-34
CUST101559,Wei Ming Muthu,2025-02-17,Indonesia,Budget,55+
CUST101560,Zhi Hao Goh,2026-01-07,Singapore,Mainstream,45-54
CUST101561,Mei Ling Nair,2025-10-25,Malaysia,Budget,35-44
CUST101562,Farhan Muthu,2026-06-10,Indonesia,Budget,25-34
CUST101563,Haziq Muthu,2025-10-22,Singapore,Mainstream,18-24
CUST101564,Ahmad Chua,2025-06-01,Malaysia,Premium,35-44
CUST101565,Jia Xin Lee,2025-05-05,Malaysia,Mainstream,18-24
CUST101566,Xin Yi Lim,2025-12-27,Singapore,Budget,25-34
CUST101567,Ravi Tan,2026-06-15,Indonesia,Mainstream,25-34
CUST101568,Divya Kaur,2025-06-03,Singapore,Premium,55+
CUST101569,Mei Ling Kaur,2025-04-07,Thailand,Budget,25-34
CUST101570,Mei Ling Lee,2026-05-28,Malaysia,Mainstream,35-44
CUST101571,Mei Ling Chong,2025-07-26,Malaysia,Mainstream,25-34
CUST101572,Xin Yi Chong,2026-05-21,Malaysia,Mainstream,18-24
CUST101573,Zhi Hao Osman,2025-09-02,Malaysia,Budget,25-34
CUST101574,Nabila Lim,2025-04-18,Indonesia,Premium,45-54
CUST101575,Ravi Binte Ismail,2025-02-19,Indonesia,Budget,35-44
CUST101576,Nur Aisyah Chua,2025-02-23,Indonesia,Budget,25-34
CUST101577,Hui Ling Osman,2025-01-22,Malaysia,Budget,45-54
CUST101578,Xin Yi Goh,2026-02-03,Singapore,Mainstream,18-24
CUST101579,Aina Muthu,2024-11-19,Singapore,Budget,45-54
CUST101580,Arif Muthu,2025-11-16,Indonesia,Mainstream,18-24
CUST101581,Nur Aisyah Rahman,2025-10-29,Malaysia,Premium,45-54
CUST101582,Arif Lee,2025-01-01,Malaysia,Budget,55+
CUST101583,Ravi Rahman,2025-12-03,Malaysia,Mainstream,45-54
CUST101584,Haziq Nair,2026-06-05,Malaysia,Premium,18-24
CUST101585,Zhi Hao Goh,2025-02-23,Indonesia,Budget,35-44
CUST101586,Farhan Wong,2025-04-02,Malaysia,Mainstream,45-54
CUST101587,Nabila Chong,2025-05-31,Thailand,Premium,35-44
CUST101588,Zhi Hao Rahman,2026-04-16,Singapore,Mainstream,25-34
CUST101589,Siti Bin Abdullah,2025-04-24,Malaysia,Mainstream,35-44
CUST101590,Siti Bin Abdullah,2026-03-07,Singapore,Premium,18-24
CUST101591,Ravi Tan,2025-06-19,Indonesia,Mainstream,35-44
CUST101592,Zhi Hao Goh,2025-07-24,Malaysia,Budget,18-24
CUST101593,Xin Yi Lee,2025-01-11,Malaysia,Budget,35-44
CUST101594,Hui Ling Osman,2024-08-16,Indonesia,Mainstream,25-34
CUST101595,Wei Ming Yusof,2026-03-13,Malaysia,Budget,25-34
CUST101596,Aina Bin Abdullah,2026-05-07,Singapore,Budget,18-24
CUST101597,Ravi Bin Abdullah,2025-06-19,Malaysia,Budget,55+
CUST101598,Siti Osman,2024-09-03,Singapore,Mainstream,35-44
CUST101599,Nabila Binte Ismail,2026-04-05,Thailand,Mainstream,35-44
CUST101600,Chen Wei Muthu,2025-08-08,Indonesia,Budget,45-54
CUST101601,Xin Yi Bin Abdullah,2025-10-05,Indonesia,Budget,35-44
CUST101602,Kumar Yusof,2025-12-09,Thailand,Budget,25-34
CUST101603,Nabila Osman,2025-04-01,Indonesia,Budget,35-44
CUST101604,Farhan Binte Ismail,2025-12-26,Malaysia,Mainstream,25-34
CUST101605,Nabila Rahman,2025-08-04,Singapore,Budget,35-44
CUST101606,Priya Goh,2024-11-19,Malaysia,Premium,25-34
CUST101607,Divya Binte Ismail,2025-10-25,Thailand,Budget,55+
CUST101608,Wei Ming Lee,2026-07-14,Thailand,Budget,35-44
CUST101609,Nabila Lee,2024-10-21,Indonesia,Premium,25-34
CUST101610,Aina Binte Ismail,2026-01-10,Singapore,Budget,35-44
CUST101611,Xin Yi Chua,2025-01-11,Singapore,Budget,18-24
CUST101612,Zhi Hao Chua,2025-01-19,Thailand,Budget,25-34
CUST101613,Divya Wong,2025-07-10,Singapore,Mainstream,45-54
CUST101614,Ravi Osman,2026-05-26,Malaysia,Budget,45-54
CUST101615,Haziq Binte Ismail,2024-09-04,Malaysia,Mainstream,35-44
CUST101616,Aina Tan,2025-03-19,Singapore,Mainstream,35-44
CUST101617,Divya Chong,2025-09-23,Indonesia,Premium,25-34
CUST101618,Jia Xin Goh,2024-11-13,Thailand,Mainstream,18-24
CUST101619,Suresh Tan,2024-12-31,Indonesia,Mainstream,35-44
CUST101620,Siti Binte Ismail,2025-01-20,Malaysia,Mainstream,35-44
CUST101621,Suresh Kaur,2026-03-29,Malaysia,Mainstream,18-24
CUST101622,Ravi Osman,2025-04-24,Thailand,Mainstream,18-24
CUST101623,Xin Yi Lim,2026-01-02,Malaysia,Mainstream,18-24
CUST101624,Arif Wong,2026-06-02,Malaysia,Budget,25-34
CUST101625,Priya Chua,2025-11-25,Indonesia,Mainstream,18-24
CUST101626,Nur Aisyah Wong,2026-05-15,Singapore,Budget,25-34
CUST101627,Siti Bin Abdullah,2026-05-13,Singapore,Mainstream,35-44
CUST101628,Nur Aisyah Bin Abdullah,2025-02-14,Thailand,Budget,25-34
CUST101629,Divya Lee,2025-07-28,Malaysia,Budget,25-34
CUST101630,Farhan Kaur,2025-10-12,Singapore,Budget,35-44
CUST101631,Ravi Osman,2026-03-11,Singapore,Budget,45-54
CUST101632,Ahmad Nair,2025-01-13,Thailand,Budget,25-34
CUST101633,Ravi Yusof,2025-04-23,Malaysia,Budget,25-34
CUST101634,Arif Goh,2025-05-28,Malaysia,Mainstream,35-44
CUST101635,Nur Aisyah Lee,2026-03-13,Singapore,Budget,25-34
CUST101636,Aina Lee,2026-04-30,Thailand,Premium,25-34
CUST101637,Siti Muthu,2026-04-30,Thailand,Mainstream,25-34
CUST101638,Hui Ling Binte Ismail,2026-07-11,Malaysia,Budget,25-34
CUST101639,Nabila Yusof,2024-08-21,Singapore,Budget,45-54
CUST101640,Hui Ling Chua,2025-11-03,Indonesia,Budget,45-54
CUST101641,Nabila Lim,2025-04-05,Indonesia,Budget,25-34
CUST101642,Farhan Kaur,2024-08-11,Indonesia,Mainstream,25-34
CUST101643,Arif Binte Ismail,2024-09-14,Thailand,Mainstream,55+
CUST101644,Nur Aisyah Bin Abdullah,2025-12-07,Malaysia,Mainstream,35-44
CUST101645,Farhan Lee,2025-08-06,Singapore,Budget,55+
CUST101646,Siti Rahman,2025-08-25,Malaysia,Mainstream,45-54
CUST101647,Nur Aisyah Chua,2026-07-05,Indonesia,Budget,25-34
CUST101648,Siti Muthu,2025-01-15,Singapore,Mainstream,25-34
CUST101649,Ahmad Osman,2025-06-05,Singapore,Premium,25-34
CUST101650,Zhi Hao Binte Ismail,2025-10-31,Indonesia,Budget,45-54
CUST101651,Zhi Hao Rahman,2025-06-17,Malaysia,Mainstream,25-34
CUST101652,Arif Binte Ismail,2025-02-08,Indonesia,Mainstream,35-44
CUST101653,Kumar Bin Abdullah,2026-07-19,Singapore,Mainstream,35-44
CUST101654,Wei Ming Goh,2025-04-14,Singapore,Budget,45-54
CUST101655,Ahmad Lee,2024-11-08,Singapore,Mainstream,45-54
CUST101656,Chen Wei Binte Ismail,2025-02-14,Indonesia,Budget,18-24
CUST101657,Farhan Osman,2025-05-03,Indonesia,Budget,25-34
CUST101658,Zhi Hao Wong,2026-05-24,Malaysia,Mainstream,35-44
CUST101659,Kumar Tan,2025-02-01,Malaysia,Budget,45-54
CUST101660,Hui Ling Bin Abdullah,2025-01-28,Singapore,Budget,35-44
CUST101661,Xin Yi Nair,2025-08-03,Indonesia,Premium,35-44
CUST101662,Farhan Chua,2025-05-30,Thailand,Budget,45-54
CUST101663,Nur Aisyah Binte Ismail,2025-05-04,Indonesia,Mainstream,25-34
CUST101664,Jia Xin Muthu,2026-05-02,Singapore,Mainstream,18-24
CUST101665,Zhi Hao Osman,2026-01-23,Malaysia,Budget,45-54
CUST101666,Siti Osman,2024-12-28,Singapore,Mainstream,35-44
CUST101667,Hui Ling Binte Ismail,2024-08-18,Singapore,Mainstream,45-54
CUST101668,Ahmad Tan,2026-01-13,Singapore,Mainstream,25-34
CUST101669,Suresh Muthu,2025-10-10,Singapore,Mainstream,35-44
CUST101670,Ahmad Rahman,2024-09-29,Singapore,Premium,25-34
CUST101671,Hui Ling Nair,2026-04-02,Indonesia,Premium,25-34
CUST101672,Ahmad Chua,2026-01-20,Singapore,Budget,18-24
CUST101673,Zhi Hao Lim,2026-06-19,Indonesia,Budget,35-44
CUST101674,Arif Chua,2026-02-08,Thailand,Mainstream,25-34
CUST101675,Nur Aisyah Goh,2025-04-21,Malaysia,Premium,25-34
CUST101676,Arif Yusof,2025-11-17,Malaysia,Mainstream,25-34
CUST101677,Nabila Lee,2024-08-11,Indonesia,Budget,25-34
CUST101678,Hui Ling Muthu,2024-10-17,Singapore,Premium,35-44
CUST101679,Nur Aisyah Kaur,2024-10-14,Malaysia,Budget,35-44
CUST101680,Nabila Chua,2025-02-14,Malaysia,Budget,35-44
CUST101681,Wei Ming Osman,2025-03-04,Indonesia,Mainstream,25-34
CUST101682,Nur Aisyah Chua,2025-07-22,Indonesia,Budget,35-44
CUST101683,Zhi Hao Rahman,2024-08-05,Indonesia,Mainstream,18-24
CUST101684,Farhan Lim,2026-05-21,Indonesia,Budget,35-44
CUST101685,Nabila Binte Ismail,2025-02-17,Malaysia,Mainstream,45-54
CUST101686,Priya Kaur,2026-04-18,Indonesia,Premium,25-34
CUST101687,Aina Kaur,2025-11-24,Thailand,Budget,55+
CUST101688,Ahmad Chong,2026-01-24,Malaysia,Mainstream,25-34
CUST101689,Suresh Wong,2025-05-17,Thailand,Mainstream,35-44
CUST101690,Haziq Chua,2025-01-01,Thailand,Budget,35-44
CUST101691,Nabila Muthu,2026-06-01,Malaysia,Mainstream,35-44
CUST101692,Xin Yi Binte Ismail,2025-05-16,Singapore,Mainstream,35-44
CUST101693,Xin Yi Chua,2026-02-18,Singapore,Budget,18-24
CUST101694,Kumar Yusof,2026-06-03,Indonesia,Premium,35-44
CUST101695,Kumar Kaur,2025-09-28,Singapore,Budget,35-44
CUST101696,Xin Yi Bin Abdullah,2025-05-31,Malaysia,Budget,35-44
CUST101697,Priya Chua,2026-03-04,Malaysia,Budget,18-24
CUST101698,Mei Ling Goh,2025-10-18,Thailand,Mainstream,25-34
CUST101699,Wei Ming Yusof,2024-09-01,Indonesia,Premium,55+
CUST101700,Haziq Muthu,2025-11-18,Indonesia,Budget,25-34
CUST101701,Nur Aisyah Goh,2024-08-02,Malaysia,Budget,25-34
CUST101702,Jia Xin Wong,2024-11-28,Singapore,Budget,25-34
CUST101703,Jia Xin Nair,2025-11-01,Indonesia,Mainstream,35-44
CUST101704,Aina Kaur,2025-06-03,Singapore,Budget,35-44
CUST101705,Hui Ling Goh,2025-02-27,Malaysia,Budget,55+
CUST101706,Siti Lim,2025-08-24,Thailand,Budget,35-44
CUST101707,Divya Lee,2025-10-05,Malaysia,Mainstream,25-34
CUST101708,Zhi Hao Muthu,2025-12-01,Malaysia,Mainstream,18-24
CUST101709,Hui Ling Rahman,2026-04-19,Indonesia,Mainstream,25-34
CUST101710,Ahmad Chua,2026-07-11,Indonesia,Budget,35-44
CUST101711,Zhi Hao Wong,2025-11-26,Malaysia,Mainstream,55+
CUST101712,Zhi Hao Goh,2024-12-26,Malaysia,Mainstream,18-24
CUST101713,Mei Ling Muthu,2026-02-09,Singapore,Mainstream,25-34
CUST101714,Xin Yi Rahman,2026-03-20,Malaysia,Budget,35-44
CUST101715,Siti Chua,2025-12-02,Singapore,Budget,35-44
CUST101716,Siti Wong,2025-05-18,Malaysia,Mainstream,35-44
CUST101717,Siti Nair,2026-02-23,Indonesia,Budget,25-34
CUST101718,Kumar Nair,2026-02-19,Singapore,Mainstream,25-34
CUST101719,Chen Wei Osman,2026-05-08,Malaysia,Budget,35-44
CUST101720,Chen Wei Tan,2025-11-29,Singapore,Budget,25-34
CUST101721,Mei Ling Binte Ismail,2026-02-21,Singapore,Mainstream,35-44
CUST101722,Chen Wei Yusof,2024-11-30,Singapore,Budget,25-34
CUST101723,Priya Chong,2024-10-06,Singapore,Budget,35-44
CUST101724,Zhi Hao Kaur,2025-11-01,Thailand,Mainstream,55+
CUST101725,Mei Ling Tan,2026-05-28,Thailand,Budget,35-44
CUST101726,Mei Ling Wong,2026-05-27,Indonesia,Premium,25-34
CUST101727,Haziq Osman,2025-12-04,Malaysia,Budget,55+
CUST101728,Xin Yi Tan,2025-08-25,Indonesia,Premium,25-34
CUST101729,Haziq Wong,2025-07-09,Thailand,Mainstream,45-54
CUST101730,Farhan Goh,2025-12-19,Malaysia,Budget,18-24
CUST101731,Suresh Tan,2025-11-13,Singapore,Mainstream,45-54
CUST101732,Jia Xin Chua,2026-01-03,Indonesia,Mainstream,25-34
CUST101733,Ahmad Binte Ismail,2025-07-17,Thailand,Mainstream,25-34
CUST101734,Ahmad Osman,2025-03-08,Singapore,Budget,55+
CUST101735,Siti Chua,2026-06-28,Malaysia,Premium,35-44
CUST101736,Ravi Muthu,2025-08-14,Malaysia,Mainstream,25-34
CUST101737,Kumar Binte Ismail,2025-04-12,Malaysia,Premium,18-24
CUST101738,Ahmad Kaur,2025-03-26,Indonesia,Mainstream,18-24
CUST101739,Farhan Chua,2025-06-13,Malaysia,Mainstream,25-34
CUST101740,Xin Yi Binte Ismail,2025-07-11,Thailand,Mainstream,35-44
CUST101741,Xin Yi Binte Ismail,2025-03-19,Indonesia,Mainstream,35-44
CUST101742,Farhan Tan,2025-10-26,Singapore,Premium,55+
CUST101743,Priya Goh,2025-06-10,Indonesia,Mainstream,45-54
CUST101744,Farhan Yusof,2025-12-08,Indonesia,Budget,55+
CUST101745,Arif Nair,2025-09-13,Malaysia,Mainstream,35-44
CUST101746,Jia Xin Chua,2026-04-30,Malaysia,Budget,25-34
CUST101747,Chen Wei Kaur,2025-11-16,Indonesia,Premium,35-44
CUST101748,Arif Kaur,2026-04-17,Malaysia,Mainstream,25-34
CUST101749,Arif Lee,2026-02-14,Singapore,Mainstream,25-34
CUST101750,Hui Ling Nair,2025-09-26,Singapore,Budget,45-54
CUST101751,Priya Binte Ismail,2025-07-29,Singapore,Mainstream,35-44
CUST101752,Wei Ming Muthu,2024-09-10,Indonesia,Budget,25-34
CUST101753,Haziq Osman,2026-07-10,Singapore,Mainstream,25-34
CUST101754,Hui Ling Wong,2024-10-12,Malaysia,Mainstream,25-34
CUST101755,Nabila Chong,2025-12-02,Malaysia,Mainstream,35-44
CUST101756,Arif Bin Abdullah,2025-02-16,Indonesia,Budget,25-34
CUST101757,Kumar Goh,2025-03-22,Malaysia,Mainstream,45-54
CUST101758,Nur Aisyah Muthu,2024-08-20,Thailand,Mainstream,35-44
CUST101759,Aina Muthu,2026-05-11,Thailand,Premium,25-34
CUST101760,Haziq Rahman,2024-08-22,Singapore,Premium,35-44
CUST101761,Haziq Bin Abdullah,2026-06-14,Indonesia,Mainstream,45-54
CUST101762,Kumar Binte Ismail,2024-10-27,Singapore,Budget,45-54
CUST101763,Arif Lim,2025-04-09,Indonesia,Budget,35-44
CUST101764,Nur Aisyah Lim,2025-08-12,Malaysia,Premium,25-34
CUST101765,Jia Xin Lim,2025-10-12,Singapore,Premium,35-44
CUST101766,Hui Ling Goh,2026-05-22,Singapore,Budget,45-54
CUST101767,Hui Ling Lim,2024-12-21,Malaysia,Mainstream,55+
CUST101768,Wei Ming Lim,2025-02-13,Indonesia,Budget,25-34
CUST101769,Ahmad Osman,2024-09-13,Indonesia,Budget,35-44
CUST101770,Ravi Chong,2025-02-11,Singapore,Premium,25-34
CUST101771,Hui Ling Chua,2024-08-30,Singapore,Premium,18-24
CUST101772,Wei Ming Nair,2024-10-20,Malaysia,Premium,25-34
CUST101773,Farhan Muthu,2025-09-22,Malaysia,Budget,18-24
CUST101774,Priya Nair,2025-03-03,Singapore,Mainstream,35-44
CUST101775,Farhan Kaur,2026-01-18,Singapore,Premium,25-34
CUST101776,Chen Wei Yusof,2024-12-26,Thailand,Mainstream,35-44
CUST101777,Farhan Lee,2025-05-11,Malaysia,Budget,35-44
CUST101778,Ravi Wong,2025-09-11,Indonesia,Mainstream,25-34
CUST101779,Nur Aisyah Kaur,2025-04-27,Malaysia,Budget,35-44
CUST101780,Hui Ling Bin Abdullah,2026-01-08,Malaysia,Mainstream,25-34
CUST101781,Farhan Chua,2025-05-01,Malaysia,Premium,18-24
CUST101782,Xin Yi Binte Ismail,2025-08-17,Singapore,Budget,55+
CUST101783,Farhan Bin Abdullah,2025-12-07,Singapore,Budget,18-24
CUST101784,Xin Yi Binte Ismail,2024-08-16,Thailand,Mainstream,25-34
CUST101785,Xin Yi Osman,2026-06-13,Thailand,Mainstream,35-44
CUST101786,Aina Rahman,2025-01-22,Indonesia,Budget,25-34
CUST101787,Nabila Yusof,2026-02-26,Singapore,Budget,25-34
CUST101788,Zhi Hao Osman,2026-02-17,Singapore,Mainstream,35-44
CUST101789,Suresh Lim,2026-04-08,Singapore,Budget,35-44
CUST101790,Suresh Chua,2026-05-16,Thailand,Mainstream,35-44
CUST101791,Siti Rahman,2026-04-30,Indonesia,Mainstream,45-54
CUST101792,Xin Yi Binte Ismail,2024-11-29,Malaysia,Budget,18-24
CUST101793,Mei Ling Yusof,2024-09-21,Thailand,Mainstream,25-34
CUST101794,Aina Muthu,2025-05-29,Singapore,Mainstream,25-34
CUST101795,Arif Rahman,2026-07-19,Malaysia,Mainstream,18-24
CUST101796,Nabila Chong,2024-11-05,Singapore,Mainstream,55+
CUST101797,Siti Rahman,2025-05-16,Singapore,Budget,35-44
CUST101798,Priya Chong,2025-07-14,Thailand,Budget,25-34
CUST101799,Kumar Nair,2024-09-06,Thailand,Mainstream,25-34
CUST101800,Farhan Nair,2025-10-03,Singapore,Mainstream,25-34
CUST101801,Nur Aisyah Nair,2025-11-09,Singapore,Budget,35-44
CUST101802,Chen Wei Bin Abdullah,2025-01-06,Malaysia,Budget,25-34
CUST101803,Priya Yusof,2025-07-10,Singapore,Mainstream,55+
CUST101804,Zhi Hao Yusof,2025-02-21,Malaysia,Budget,25-34
CUST101805,Divya Yusof,2025-03-09,Malaysia,Premium,25-34
CUST101806,Zhi Hao Lim,2024-11-24,Singapore,Mainstream,55+
CUST101807,Xin Yi Lee,2025-12-10,Singapore,Budget,45-54
CUST101808,Hui Ling Lee,2026-06-07,Singapore,Mainstream,25-34
CUST101809,Farhan Lim,2025-08-15,Thailand,Budget,35-44
CUST101810,Nabila Binte Ismail,2025-04-13,Malaysia,Premium,45-54
CUST101811,Priya Lee,2024-12-10,Malaysia,Premium,35-44
CUST101812,Haziq Chua,2026-01-16,Singapore,Mainstream,35-44
CUST101813,Xin Yi Binte Ismail,2025-01-31,Indonesia,Mainstream,35-44
CUST101814,Haziq Osman,2024-11-29,Singapore,Premium,55+
CUST101815,Mei Ling Chong,2024-12-16,Singapore,Mainstream,35-44
CUST101816,Wei Ming Chua,2024-12-17,Indonesia,Premium,25-34
CUST101817,Nabila Kaur,2024-08-08,Indonesia,Budget,35-44
CUST101818,Ahmad Kaur,2025-04-03,Singapore,Premium,35-44
CUST101819,Hui Ling Nair,2025-11-01,Malaysia,Mainstream,35-44
CUST101820,Ravi Muthu,2025-09-14,Thailand,Budget,25-34
CUST101821,Chen Wei Kaur,2025-01-30,Singapore,Premium,35-44
CUST101822,Nabila Kaur,2026-02-07,Singapore,Mainstream,25-34
CUST101823,Zhi Hao Nair,2025-05-15,Malaysia,Premium,55+
CUST101824,Nabila Chua,2025-06-06,Singapore,Budget,25-34
CUST101825,Arif Lim,2025-03-30,Malaysia,Mainstream,35-44
CUST101826,Farhan Kaur,2025-09-25,Indonesia,Mainstream,35-44
CUST101827,Aina Kaur,2025-02-04,Malaysia,Budget,18-24
CUST101828,Ahmad Muthu,2026-06-07,Malaysia,Mainstream,25-34
CUST101829,Priya Kaur,2025-01-28,Malaysia,Mainstream,18-24
CUST101830,Divya Kaur,2024-12-14,Indonesia,Budget,45-54
CUST101831,Nabila Goh,2024-10-21,Singapore,Mainstream,35-44
CUST101832,Ahmad Lee,2024-09-24,Singapore,Budget,18-24
CUST101833,Divya Bin Abdullah,2025-11-16,Indonesia,Mainstream,35-44
CUST101834,Farhan Binte Ismail,2026-06-26,Singapore,Premium,55+
CUST101835,Arif Lim,2025-04-08,Singapore,Mainstream,25-34
CUST101836,Divya Tan,2026-05-25,Singapore,Mainstream,45-54
CUST101837,Zhi Hao Lee,2026-01-06,Indonesia,Budget,25-34
CUST101838,Jia Xin Chua,2025-03-04,Singapore,Budget,18-24
CUST101839,Ahmad Chua,2025-05-21,Indonesia,Premium,35-44
CUST101840,Ravi Tan,2025-05-13,Indonesia,Budget,25-34
CUST101841,Siti Chong,2025-01-27,Malaysia,Budget,45-54
CUST101842,Nabila Bin Abdullah,2026-03-31,Singapore,Budget,35-44
CUST101843,Arif Goh,2024-12-29,Indonesia,Mainstream,35-44
CUST101844,Nabila Bin Abdullah,2025-05-27,Singapore,Mainstream,35-44
CUST101845,Farhan Nair,2025-09-26,Thailand,Budget,35-44
CUST101846,Nur Aisyah Rahman,2025-08-25,Indonesia,Budget,35-44
CUST101847,Jia Xin Nair,2025-07-23,Singapore,Budget,35-44
CUST101848,Priya Lee,2025-06-23,Indonesia,Budget,45-54
CUST101849,Kumar Chua,2025-11-28,Malaysia,Budget,35-44
CUST101850,Nur Aisyah Binte Ismail,2026-02-17,Malaysia,Mainstream,25-34
CUST101851,Siti Muthu,2026-03-28,Malaysia,Mainstream,25-34
CUST101852,Chen Wei Kaur,2025-11-23,Malaysia,Budget,25-34
CUST101853,Nur Aisyah Chua,2026-01-20,Indonesia,Mainstream,25-34
CUST101854,Mei Ling Osman,2025-07-18,Thailand,Mainstream,25-34
CUST101855,Jia Xin Goh,2024-10-02,Singapore,Budget,25-34
CUST101856,Haziq Binte Ismail,2026-05-12,Malaysia,Budget,18-24
CUST101857,Ravi Rahman,2025-12-16,Indonesia,Mainstream,45-54
CUST101858,Priya Binte Ismail,2026-06-24,Indonesia,Budget,45-54
CUST101859,Aina Binte Ismail,2024-08-17,Malaysia,Mainstream,25-34
CUST101860,Zhi Hao Chong,2025-03-05,Malaysia,Mainstream,55+
CUST101861,Xin Yi Goh,2026-02-03,Indonesia,Premium,55+
CUST101862,Wei Ming Goh,2025-09-30,Singapore,Budget,45-54
CUST101863,Arif Kaur,2025-02-17,Singapore,Budget,18-24
CUST101864,Priya Nair,2024-08-29,Malaysia,Premium,25-34
CUST101865,Ravi Osman,2025-06-06,Singapore,Mainstream,25-34
CUST101866,Farhan Muthu,2026-01-13,Singapore,Budget,35-44
CUST101867,Priya Binte Ismail,2025-03-08,Singapore,Mainstream,35-44
CUST101868,Jia Xin Kaur,2025-03-16,Indonesia,Budget,35-44
CUST101869,Aina Osman,2025-04-15,Thailand,Mainstream,45-54
CUST101870,Siti Rahman,2026-06-26,Malaysia,Premium,55+
CUST101871,Chen Wei Lee,2025-03-01,Singapore,Mainstream,35-44
CUST101872,Siti Goh,2026-07-15,Indonesia,Mainstream,45-54
CUST101873,Farhan Goh,2024-10-06,Singapore,Premium,45-54
CUST101874,Chen Wei Muthu,2024-10-24,Thailand,Mainstream,25-34
CUST101875,Divya Chua,2025-06-13,Malaysia,Budget,45-54
CUST101876,Nabila Rahman,2025-04-14,Singapore,Mainstream,18-24
CUST101877,Wei Ming Rahman,2026-06-10,Malaysia,Budget,25-34
CUST101878,Zhi Hao Chong,2024-10-29,Singapore,Budget,55+
CUST101879,Hui Ling Chong,2026-01-13,Indonesia,Mainstream,25-34
CUST101880,Nur Aisyah Kaur,2026-01-19,Singapore,Budget,25-34
CUST101881,Divya Nair,2025-02-28,Thailand,Budget,55+
CUST101882,Farhan Lee,2024-09-12,Indonesia,Mainstream,25-34
CUST101883,Aina Chua,2025-08-03,Thailand,Budget,25-34
CUST101884,Haziq Wong,2025-07-24,Thailand,Mainstream,18-24
CUST101885,Farhan Rahman,2025-06-24,Singapore,Budget,35-44
CUST101886,Ahmad Lim,2025-12-29,Malaysia,Mainstream,25-34
CUST101887,Farhan Bin Abdullah,2025-05-20,Indonesia,Premium,18-24
CUST101888,Ahmad Osman,2024-08-27,Malaysia,Budget,45-54
CUST101889,Nabila Lee,2025-10-23,Singapore,Mainstream,25-34
CUST101890,Hui Ling Binte Ismail,2025-01-11,Singapore,Budget,35-44
CUST101891,Arif Chua,2025-01-11,Singapore,Budget,18-24
CUST101892,Nabila Chong,2024-11-15,Thailand,Budget,35-44
CUST101893,Nur Aisyah Tan,2025-02-16,Malaysia,Budget,35-44
CUST101894,Nabila Rahman,2024-09-25,Indonesia,Budget,25-34
CUST101895,Arif Bin Abdullah,2025-02-23,Thailand,Mainstream,25-34
CUST101896,Kumar Nair,2024-08-16,Singapore,Mainstream,25-34
CUST101897,Suresh Rahman,2025-02-22,Indonesia,Premium,18-24
CUST101898,Aina Tan,2024-11-26,Singapore,Premium,18-24
CUST101899,Wei Ming Tan,2024-10-18,Singapore,Budget,35-44
CUST101900,Chen Wei Chong,2024-08-11,Singapore,Budget,18-24
CUST101901,Haziq Tan,2025-05-21,Singapore,Budget,25-34
CUST101902,Wei Ming Osman,2025-02-26,Malaysia,Mainstream,25-34
CUST101903,Arif Bin Abdullah,2024-08-23,Malaysia,Premium,45-54
CUST101904,Ahmad Nair,2025-10-25,Singapore,Budget,25-34
CUST101905,Siti Lee,2026-05-03,Singapore,Budget,35-44
CUST101906,Aina Lee,2024-10-22,Indonesia,Budget,35-44
CUST101907,Jia Xin Lim,2025-04-24,Singapore,Premium,25-34
CUST101908,Mei Ling Osman,2025-09-20,Indonesia,Mainstream,25-34
CUST101909,Zhi Hao Muthu,2025-02-21,Thailand,Mainstream,25-34
CUST101910,Arif Tan,2026-07-06,Indonesia,Mainstream,35-44
CUST101911,Ahmad Bin Abdullah,2025-08-15,Malaysia,Budget,25-34
CUST101912,Divya Muthu,2026-01-17,Indonesia,Budget,18-24
CUST101913,Priya Chong,2025-12-31,Indonesia,Mainstream,55+
