customer_id,customer_name,signup_date,country,segment,age_group,last_purchase_date,frequency,monetary_sgd,avg_basket_sgd,categories_purchased,recency_days,tenure_days,churned,recency_days_quartile,frequency_quartile,monetary_sgd_quartile
CUST101488,Mei Ling Muthu,2024-08-28,Thailand,Mainstream,35-44,2026-05-05,1,211.52,211.52,1,85,700,0.0,4,4,4
CUST101489,Kumar Kaur,2026-05-21,Malaysia,Budget,45-54,2026-06-21,4,356.98,89.24,3,38,69,0.0,2,4,4
CUST101490,Ravi Tan,2025-11-10,Singapore,Mainstream,35-44,2026-06-03,11,1206.87,109.72,5,56,261,0.0,3,1,2
CUST101491,Haziq Osman,2026-05-19,Malaysia,Budget,18-24,2026-07-27,8,1852.27,231.53,4,2,71,0.0,1,2,1
CUST101492,Ravi Nair,2025-11-04,Thailand,Mainstream,45-54,2026-07-05,4,775.42,193.86,4,24,267,0.0,2,4,3
CUST101493,Ravi Chua,2025-05-10,Malaysia,Mainstream,35-44,2026-05-25,6,1412.05,235.34,4,65,445,0.0,3,3,1
CUST101494,Chen Wei Lee,2026-05-27,Thailand,Budget,55+,2026-05-09,3,904.66,301.55,3,81,63,0.0,3,4,2
CUST101495,Mei Ling Nair,2025-07-11,Thailand,Budget,45-54,2026-03-12,6,1121.14,186.86,4,139,383,1.0,4,3,2
CUST101496,Nur Aisyah Osman,2025-01-12,Singapore,Mainstream,25-34,2026-06-17,7,1320.06,188.58,4,42,563,0.0,3,2,2
CUST101497,Xin Yi Nair,2025-08-31,Indonesia,Mainstream,35-44,2026-07-27,8,484.51,60.56,5,2,332,0.0,1,2,3
CUST101498,Priya Wong,2026-05-08,Indonesia,Premium,35-44,2026-05-14,7,1796.36,256.62,4,76,82,0.0,3,2,1
CUST101499,Farhan Nair,2025-03-11,Indonesia,Budget,25-34,2026-04-30,6,1113.06,185.51,4,90,505,0.0,4,3,2
CUST101500,Xin Yi Yusof,2026-03-15,Malaysia,Mainstream,35-44,2026-06-03,5,493.3,98.66,4,56,136,0.0,3,3,3
CUST101501,Chen Wei Goh,2026-07-17,Singapore,Budget,25-34,2026-07-21,8,2271.76,283.97,5,8,12,0.0,1,2,1
CUST101502,Ravi Wong,2025-09-14,Singapore,Budget,18-24,2026-06-16,9,1512.82,168.09,6,43,318,0.0,3,2,1
CUST101503,Divya Lee,2026-01-13,Malaysia,Mainstream,35-44,2026-05-21,10,863.59,86.36,4,69,197,0.0,3,1,2
CUST101504,Zhi Hao Osman,2026-07-09,Indonesia,Budget,25-34,2026-06-29,3,479.66,159.89,2,30,20,0.0,2,4,3
CUST101505,Jia Xin Kaur,2025-01-08,Indonesia,Mainstream,45-54,2026-07-09,11,1827.65,166.15,5,20,567,0.0,2,1,1
CUST101506,Wei Ming Chua,2025-05-18,Malaysia,Budget,35-44,2026-05-07,5,396.02,79.2,4,83,437,0.0,4,3,4
CUST101507,Mei Ling Lee,2024-10-03,Singapore,Budget,45-54,2026-06-22,8,1059.2,132.4,5,37,664,0.0,2,2,2
CUST101508,Ahmad Binte Ismail,2025-08-13,Singapore,Mainstream,35-44,2026-05-08,7,1266.34,180.91,6,82,350,0.0,4,2,2
CUST101509,Divya Chua,2025-09-13,Indonesia,Budget,45-54,2026-06-20,5,348.94,69.79,3,39,319,0.0,3,3,4
CUST101510,Priya Lim,2024-11-21,Malaysia,Budget,25-34,2026-06-12,5,980.45,196.09,4,47,615,0.0,3,3,2
CUST101511,Jia Xin Bin Abdullah,2026-05-31,Indonesia,Budget,55+,2026-06-24,5,359.46,71.89,4,35,59,0.0,2,3,4
CUST101512,Jia Xin Nair,2025-11-07,Singapore,Budget,25-34,2026-07-14,5,205.3,41.06,4,15,264,0.0,1,3,4
CUST101513,Arif Chua,2024-12-23,Malaysia,Mainstream,45-54,2026-07-01,6,1006.72,167.79,4,28,583,0.0,2,3,2
CUST101514,Siti Muthu,2025-12-28,Thailand,Budget,35-44,2026-04-25,1,104.0,104.0,1,95,213,1.0,4,4,4
CUST101515,Ravi Rahman,2024-10-21,Singapore,Mainstream,25-34,2026-01-26,1,86.56,86.56,1,184,646,1.0,4,4,4
CUST101516,Divya Lim,2026-01-03,Singapore,Mainstream,35-44,2026-06-23,7,758.07,108.3,4,36,207,0.0,2,2,3
CUST101517,Hui Ling Goh,2025-10-01,Indonesia,Mainstream,25-34,2026-07-10,11,1541.04,140.09,6,19,301,0.0,2,1,1
CUST101518,Haziq Bin Abdullah,2024-10-12,Malaysia,Mainstream,25-34,2026-06-30,9,1560.09,173.34,5,29,655,0.0,2,2,1
CUST101519,Kumar Bin Abdullah,2026-02-02,Thailand,Mainstream,25-34,2026-07-10,14,1958.61,139.9,6,19,177,0.0,2,1,1
CUST101520,Jia Xin Rahman,2024-08-22,Thailand,Premium,25-34,2026-07-02,15,1938.21,129.21,6,27,706,0.0,2,1,1
CUST101521,Priya Kaur,2026-06-27,Indonesia,Budget,55+,2026-05-22,4,833.5,208.38,3,68,32,0.0,3,4,3
CUST101522,Nur Aisyah Muthu,2026-01-16,Singapore,Mainstream,35-44,2026-05-31,6,940.5,156.75,4,59,194,0.0,3,3,2
CUST101523,Ravi Chua,2025-05-24,Malaysia,Budget,25-34,2026-05-31,3,598.26,199.42,2,59,431,0.0,3,4,3
CUST101524,Nur Aisyah Yusof,2025-05-22,Thailand,Mainstream,45-54,2026-07-01,8,1181.02,147.63,4,28,433,0.0,2,2,2
CUST101525,Haziq Bin Abdullah,2024-10-03,Malaysia,Mainstream,35-44,2026-07-05,8,1303.12,162.89,5,24,664,0.0,2,2,2
CUST101526,Xin Yi Wong,2024-08-28,Thailand,Budget,35-44,2026-07-12,5,558.06,111.61,4,17,700,0.0,2,3,3
CUST101527,Xin Yi Kaur,2025-03-22,Indonesia,Budget,35-44,2026-06-10,5,405.41,81.08,4,49,494,0.0,3,3,4
CUST101528,Haziq Bin Abdullah,2025-04-04,Singapore,Budget,18-24,2026-03-13,4,670.35,167.59,3,138,481,1.0,4,4,3
CUST101529,Jia Xin Rahman,2025-12-10,Malaysia,Budget,25-34,2026-04-02,4,249.43,62.36,4,118,231,1.0,4,4,4
CUST101530,Siti Rahman,2024-12-18,Indonesia,Mainstream,45-54,2026-07-24,11,774.04,70.37,5,5,588,0.0,1,1,3
CUST101531,Jia Xin Lim,2025-04-16,Singapore,Budget,45-54,2026-03-09,3,610.6,203.53,3,142,469,1.0,4,4,3
CUST101532,Ravi Chong,2026-07-12,Singapore,Mainstream,45-54,2026-06-15,7,1263.07,180.44,5,44,17,0.0,3,2,2
CUST101533,Haziq Yusof,2024-11-29,Indonesia,Premium,18-24,2026-07-27,14,1306.84,93.35,7,2,607,0.0,1,1,2
CUST101534,Arif Lim,2025-11-09,Singapore,Budget,45-54,2026-05-23,5,976.19,195.24,3,67,262,0.0,3,3,2
CUST101535,Farhan Kaur,2025-08-16,Singapore,Budget,25-34,2026-06-24,3,921.03,307.01,2,35,347,0.0,2,4,2
CUST101536,Siti Chua,2025-08-09,Indonesia,Budget,35-44,2026-03-16,3,933.28,311.09,3,135,354,1.0,4,4,2
CUST101537,Divya Chua,2024-12-08,Indonesia,Premium,25-34,2026-07-20,9,1872.45,208.05,6,9,598,0.0,1,2,1
CUST101538,Arif Osman,2026-01-15,Malaysia,Budget,45-54,2026-03-26,3,162.36,54.12,3,125,195,1.0,4,4,4
CUST101539,Siti Lee,2025-10-16,Thailand,Budget,55+,2026-04-15,3,231.79,77.26,2,105,286,1.0,4,4,4
CUST101540,Farhan Osman,2026-07-01,Thailand,Premium,25-34,2026-04-15,11,1943.97,176.72,6,105,28,1.0,4,1,1
CUST101541,Kumar Binte Ismail,2025-11-17,Malaysia,Mainstream,45-54,2026-06-18,6,1253.54,208.92,5,41,254,0.0,3,3,2
CUST101542,Priya Wong,2026-05-26,Singapore,Budget,35-44,2026-06-23,5,917.16,183.43,4,36,64,0.0,2,3,2
CUST101543,Nur Aisyah Bin Abdullah,2025-05-30,Indonesia,Premium,25-34,2026-07-22,16,1445.72,90.36,6,7,425,0.0,1,1,1
CUST101544,Siti Kaur,2024-10-15,Singapore,Premium,25-34,2026-05-29,16,2597.4,162.34,7,61,652,0.0,3,1,1
CUST101545,Priya Wong,2025-08-24,Indonesia,Mainstream,35-44,2026-07-11,11,2347.59,213.42,7,18,339,0.0,2,1,1
CUST101546,Ravi Binte Ismail,2024-10-02,Malaysia,Budget,25-34,2026-04-11,6,619.76,103.29,3,109,665,1.0,4,3,3
CUST101547,Chen Wei Chua,2024-08-15,Malaysia,Mainstream,18-24,2026-07-24,9,824.26,91.58,6,5,713,0.0,1,2,3
CUST101548,Nur Aisyah Rahman,2026-06-20,Malaysia,Budget,45-54,2026-01-14,4,858.99,214.75,3,196,39,1.0,4,4,3
CUST101549,Nur Aisyah Rahman,2025-07-18,Malaysia,Mainstream,35-44,2026-06-12,11,667.62,60.69,7,47,376,0.0,3,1,3
CUST101550,Jia Xin Lim,2025-07-09,Thailand,Budget,45-54,2026-03-01,5,503.93,100.79,5,150,385,1.0,4,3,3
CUST101551,Wei Ming Lee,2025-10-21,Singapore,Mainstream,35-44,2026-06-23,7,561.6,80.23,5,36,281,0.0,2,2,3
CUST101552,Ravi Rahman,2024-11-30,Thailand,Mainstream,35-44,2026-04-27,3,302.9,100.97,2,93,606,1.0,4,4,4
CUST101553,Suresh Wong,2025-10-14,Singapore,Premium,45-54,2026-07-16,13,1162.68,89.44,5,13,288,0.0,1,1,2
CUST101554,Chen Wei Binte Ismail,2026-06-19,Indonesia,Mainstream,18-24,2026-05-06,7,557.25,79.61,5,84,40,0.0,4,2,3
CUST101555,Ahmad Chua,2025-06-25,Thailand,Budget,25-34,2026-07-22,9,1123.34,124.82,7,7,399,0.0,1,2,2
CUST101556,Hui Ling Muthu,2026-03-04,Malaysia,Budget,35-44,2026-03-13,9,952.32,105.81,6,138,147,1.0,4,2,2
CUST101557,Jia Xin Kaur,2025-11-12,Singapore,Mainstream,55+,2026-05-20,4,384.0,96.0,4,70,259,0.0,3,4,4
CUST101558,Zhi Hao Nair,2025-07-28,Indonesia,Budget,25-34,,0,0.0,0.0,0,9999,366,,4,4,4
CUST101559,Wei Ming Muthu,2025-02-17,Indonesia,Budget,55+,2026-04-28,7,1343.26,191.89,5,92,527,1.0,4,2,2
CUST101560,Zhi Hao Goh,2026-01-07,Singapore,Mainstream,45-54,2026-06-16,5,718.4,143.68,3,43,203,0.0,3,3,3
CUST101561,Mei Ling Nair,2025-10-25,Malaysia,Budget,35-44,2026-07-16,7,2244.83,320.69,4,13,277,0.0,1,2,1
CUST101562,Farhan Muthu,2026-06-10,Indonesia,Budget,25-34,2026-04-06,5,370.38,74.08,4,114,49,1.0,4,3,4
CUST101563,Haziq Muthu,2025-10-22,Singapore,Mainstream,18-24,2026-06-25,10,1275.89,127.59,6,34,280,0.0,2,1,2
CUST101564,Ahmad Chua,2025-06-01,Malaysia,Premium,35-44,2026-07-21,10,1190.71,119.07,6,8,423,0.0,1,1,2
CUST101565,Jia Xin Lee,2025-05-05,Malaysia,Mainstream,18-24,2026-03-06,6,822.83,137.14,4,145,450,1.0,4,3,3
CUST101566,Xin Yi Lim,2025-12-27,Singapore,Budget,25-34,2026-07-07,3,97.25,32.42,3,22,214,0.0,2,4,4
CUST101567,Ravi Tan,2026-06-15,Indonesia,Mainstream,25-34,2026-05-06,6,718.14,119.69,5,84,44,0.0,4,3,3
CUST101568,Divya Kaur,2025-06-03,Singapore,Premium,55+,2026-07-08,15,1271.15,84.74,6,21,421,0.0,2,1,2
CUST101569,Mei Ling Kaur,2025-04-07,Thailand,Budget,25-34,2026-07-22,8,1076.56,134.57,5,7,478,0.0,1,2,2
CUST101570,Mei Ling Lee,2026-05-28,Malaysia,Mainstream,35-44,2026-07-21,9,2029.14,225.46,5,8,62,0.0,1,2,1
CUST101571,Mei Ling Chong,2025-07-26,Malaysia,Mainstream,25-34,2026-07-25,10,1501.21,150.12,6,4,368,0.0,1,1,1
CUST101572,Xin Yi Chong,2026-05-21,Malaysia,Mainstream,18-24,2026-06-17,13,1750.6,134.66,6,42,69,0.0,3,1,1
CUST101573,Zhi Hao Osman,2025-09-02,Malaysia,Budget,25-34,2026-06-07,7,1137.02,162.43,5,52,330,0.0,3,2,2
CUST101574,Nabila Lim,2025-04-18,Indonesia,Premium,45-54,2026-06-15,11,1091.82,99.26,5,44,467,0.0,3,1,2
CUST101575,Ravi Binte Ismail,2025-02-19,Indonesia,Budget,35-44,2026-07-04,5,406.18,81.24,3,25,525,0.0,2,3,4
CUST101576,Nur Aisyah Chua,2025-02-23,Indonesia,Budget,25-34,2026-07-11,9,1512.44,168.05,4,18,521,0.0,2,2,1
CUST101577,Hui Ling Osman,2025-01-22,Malaysia,Budget,45-54,2026-01-26,3,193.1,64.37,2,184,553,1.0,4,4,4
CUST101578,Xin Yi Goh,2026-02-03,Singapore,Mainstream,18-24,2025-12-07,4,1040.68,260.17,4,234,176,1.0,4,4,2
CUST101579,Aina Muthu,2024-11-19,Singapore,Budget,45-54,2025-11-15,2,181.41,90.7,1,256,617,1.0,4,4,4
CUST101580,Arif Muthu,2025-11-16,Indonesia,Mainstream,18-24,2026-06-18,5,1042.16,208.43,3,41,255,0.0,3,3,2
CUST101581,Nur Aisyah Rahman,2025-10-29,Malaysia,Premium,45-54,2026-07-18,16,2407.27,150.45,7,11,273,0.0,1,1,1
CUST101582,Arif Lee,2025-01-01,Malaysia,Budget,55+,2026-07-04,7,638.49,91.21,4,25,574,0.0,2,2,3
CUST101583,Ravi Rahman,2025-12-03,Malaysia,Mainstream,45-54,2026-05-15,5,1365.01,273.0,4,75,238,0.0,3,3,2
CUST101584,Haziq Nair,2026-06-05,Malaysia,Premium,18-24,2026-07-16,11,768.95,69.9,6,13,54,0.0,1,1,3
CUST101585,Zhi Hao Goh,2025-02-23,Indonesia,Budget,35-44,2026-07-11,3,244.85,81.62,3,18,521,0.0,2,4,4
CUST101586,Farhan Wong,2025-04-02,Malaysia,Mainstream,45-54,2026-04-18,4,680.31,170.08,3,102,483,1.0,4,4,3
CUST101587,Nabila Chong,2025-05-31,Thailand,Premium,35-44,2026-06-15,19,1917.43,100.92,7,44,424,0.0,3,1,1
CUST101588,Zhi Hao Rahman,2026-04-16,Singapore,Mainstream,25-34,2026-05-12,8,899.72,112.46,5,78,104,0.0,3,2,2
CUST101589,Siti Bin Abdullah,2025-04-24,Malaysia,Mainstream,35-44,2026-02-14,1,24.28,24.28,1,165,461,1.0,4,4,4
CUST101590,Siti Bin Abdullah,2026-03-07,Singapore,Premium,18-24,2026-05-18,15,1392.47,92.83,7,72,144,0.0,3,1,2
CUST101591,Ravi Tan,2025-06-19,Indonesia,Mainstream,35-44,2026-07-26,10,2526.16,252.62,5,3,405,0.0,1,1,1
CUST101592,Zhi Hao Goh,2025-07-24,Malaysia,Budget,18-24,2026-06-17,7,402.55,57.51,4,42,370,0.0,3,2,4
CUST101593,Xin Yi Lee,2025-01-11,Malaysia,Budget,35-44,2025-12-29,5,1104.31,220.86,5,212,564,1.0,4,3,2
CUST101594,Hui Ling Osman,2024-08-16,Indonesia,Mainstream,25-34,2026-05-16,12,1175.79,97.98,7,74,712,0.0,3,1,2
CUST101595,Wei Ming Yusof,2026-03-13,Malaysia,Budget,25-34,2026-04-21,4,723.53,180.88,3,99,138,1.0,4,4,3
CUST101596,Aina Bin Abdullah,2026-05-07,Singapore,Budget,18-24,2025-10-02,1,99.9,99.9,1,300,83,1.0,4,4,4
CUST101597,Ravi Bin Abdullah,2025-06-19,Malaysia,Budget,55+,2026-07-17,4,296.98,74.24,3,12,405,0.0,1,4,4
CUST101598,Siti Osman,2024-09-03,Singapore,Mainstream,35-44,2026-06-21,16,1802.0,112.62,5,38,694,0.0,2,1,1
CUST101599,Nabila Binte Ismail,2026-04-05,Thailand,Mainstream,35-44,2026-07-23,11,1166.37,106.03,5,6,115,0.0,1,1,2
CUST101600,Chen Wei Muthu,2025-08-08,Indonesia,Budget,45-54,2026-07-07,7,747.84,106.83,6,22,355,0.0,2,2,3
CUST101601,Xin Yi Bin Abdullah,2025-10-05,Indonesia,Budget,35-44,2026-02-17,2,690.28,345.14,2,162,297,1.0,4,4,3
CUST101602,Kumar Yusof,2025-12-09,Thailand,Budget,25-34,2026-06-01,3,216.07,72.02,2,58,232,0.0,3,4,4
CUST101603,Nabila Osman,2025-04-01,Indonesia,Budget,35-44,2026-02-02,6,265.75,44.29,3,177,484,1.0,4,3,4
CUST101604,Farhan Binte Ismail,2025-12-26,Malaysia,Mainstream,25-34,2026-06-27,5,896.21,179.24,4,32,215,0.0,2,3,2
CUST101605,Nabila Rahman,2025-08-04,Singapore,Budget,35-44,2026-07-10,4,571.31,142.83,4,19,359,0.0,2,4,3
CUST101606,Priya Goh,2024-11-19,Malaysia,Premium,25-34,2026-04-20,11,2564.17,233.11,7,100,617,1.0,4,1,1
CUST101607,Divya Binte Ismail,2025-10-25,Thailand,Budget,55+,2026-06-25,5,480.65,96.13,4,34,277,0.0,2,3,3
CUST101608,Wei Ming Lee,2026-07-14,Thailand,Budget,35-44,2026-07-20,4,204.61,51.15,3,9,15,0.0,1,4,4
CUST101609,Nabila Lee,2024-10-21,Indonesia,Premium,25-34,2026-06-01,15,2335.73,155.72,6,58,646,0.0,3,1,1
CUST101610,Aina Binte Ismail,2026-01-10,Singapore,Budget,35-44,2026-06-20,8,1474.66,184.33,6,39,200,0.0,3,2,1
CUST101611,Xin Yi Chua,2025-01-11,Singapore,Budget,18-24,2026-05-01,3,71.43,23.81,3,89,564,0.0,4,4,4
CUST101612,Zhi Hao Chua,2025-01-19,Thailand,Budget,25-34,2026-04-30,6,1618.45,269.74,5,90,556,0.0,4,3,1
CUST101613,Divya Wong,2025-07-10,Singapore,Mainstream,45-54,2026-07-06,7,519.3,74.19,4,23,384,0.0,2,2,3
CUST101614,Ravi Osman,2026-05-26,Malaysia,Budget,45-54,2026-05-18,3,1236.51,412.17,2,72,64,0.0,3,4,2
CUST101615,Haziq Binte Ismail,2024-09-04,Malaysia,Mainstream,35-44,2026-07-11,8,2280.78,285.1,5,18,693,0.0,2,2,1
CUST101616,Aina Tan,2025-03-19,Singapore,Mainstream,35-44,2026-06-30,8,1408.62,176.08,7,29,497,0.0,2,2,2
CUST101617,Divya Chong,2025-09-23,Indonesia,Premium,25-34,2026-05-24,8,517.4,64.68,3,66,309,0.0,3,2,3
CUST101618,Jia Xin Goh,2024-11-13,Thailand,Mainstream,18-24,2026-06-28,11,2799.92,254.54,7,31,623,0.0,2,1,1
CUST101619,Suresh Tan,2024-12-31,Indonesia,Mainstream,35-44,2026-06-17,8,2133.05,266.63,4,42,575,0.0,3,2,1
CUST101620,Siti Binte Ismail,2025-01-20,Malaysia,Mainstream,35-44,2026-07-19,4,458.8,114.7,3,10,555,0.0,1,4,4
CUST101621,Suresh Kaur,2026-03-29,Malaysia,Mainstream,18-24,2026-07-20,8,1434.08,179.26,5,9,122,0.0,1,2,1
CUST101622,Ravi Osman,2025-04-24,Thailand,Mainstream,18-24,2026-07-04,6,475.41,79.24,3,25,461,0.0,2,3,3
CUST101623,Xin Yi Lim,2026-01-02,Malaysia,Mainstream,18-24,2026-07-15,6,1081.72,180.29,6,14,208,0.0,1,3,2
CUST101624,Arif Wong,2026-06-02,Malaysia,Budget,25-34,2026-07-26,6,1961.77,326.96,3,3,57,0.0,1,3,1
CUST101625,Priya Chua,2025-11-25,Indonesia,Mainstream,18-24,2026-04-23,4,458.78,114.7,3,97,246,1.0,4,4,4
CUST101626,Nur Aisyah Wong,2026-05-15,Singapore,Budget,25-34,2026-04-23,6,972.41,162.07,4,97,75,1.0,4,3,2
CUST101627,Siti Bin Abdullah,2026-05-13,Singapore,Mainstream,35-44,2026-06-30,8,852.81,106.6,5,29,77,0.0,2,2,3
CUST101628,Nur Aisyah Bin Abdullah,2025-02-14,Thailand,Budget,25-34,2026-06-06,7,1528.47,218.35,5,53,530,0.0,3,2,1
CUST101629,Divya Lee,2025-07-28,Malaysia,Budget,25-34,2026-06-15,8,1317.59,164.7,3,44,366,0.0,3,2,2
CUST101630,Farhan Kaur,2025-10-12,Singapore,Budget,35-44,2025-09-20,3,179.74,59.91,2,312,290,1.0,4,4,4
CUST101631,Ravi Osman,2026-03-11,Singapore,Budget,45-54,2026-03-18,6,1443.97,240.66,4,133,140,1.0,4,3,1
CUST101632,Ahmad Nair,2025-01-13,Thailand,Budget,25-34,2025-12-23,3,154.14,51.38,3,218,562,1.0,4,4,4
CUST101633,Ravi Yusof,2025-04-23,Malaysia,Budget,25-34,2026-05-25,5,463.54,92.71,4,65,462,0.0,3,3,3
CUST101634,Arif Goh,2025-05-28,Malaysia,Mainstream,35-44,2026-07-09,9,575.16,63.91,4,20,427,0.0,2,2,3
CUST101635,Nur Aisyah Lee,2026-03-13,Singapore,Budget,25-34,2026-07-08,4,594.98,148.74,3,21,138,0.0,2,4,3
CUST101636,Aina Lee,2026-04-30,Thailand,Premium,25-34,2026-06-03,15,1222.21,81.48,6,56,90,0.0,3,1,2
CUST101637,Siti Muthu,2026-04-30,Thailand,Mainstream,25-34,2026-07-16,10,1128.43,112.84,4,13,90,0.0,1,1,2
CUST101638,Hui Ling Binte Ismail,2026-07-11,Malaysia,Budget,25-34,2026-07-14,5,1585.68,317.14,3,15,18,0.0,1,3,1
CUST101639,Nabila Yusof,2024-08-21,Singapore,Budget,45-54,2026-05-24,2,179.89,89.94,2,66,707,0.0,3,4,4
CUST101640,Hui Ling Chua,2025-11-03,Indonesia,Budget,45-54,2025-09-21,1,178.55,178.55,1,311,268,1.0,4,4,4
CUST101641,Nabila Lim,2025-04-05,Indonesia,Budget,25-34,2026-01-29,3,147.17,49.06,3,181,480,1.0,4,4,4
CUST101642,Farhan Kaur,2024-08-11,Indonesia,Mainstream,25-34,2026-07-29,8,1313.37,164.17,5,0,717,0.0,1,2,2
CUST101643,Arif Binte Ismail,2024-09-14,Thailand,Mainstream,55+,2026-07-18,9,1985.17,220.57,5,11,683,0.0,1,2,1
CUST101644,Nur Aisyah Bin Abdullah,2025-12-07,Malaysia,Mainstream,35-44,2026-07-10,5,599.15,119.83,4,19,234,0.0,2,3,3
CUST101645,Farhan Lee,2025-08-06,Singapore,Budget,55+,2026-07-23,8,695.43,86.93,5,6,357,0.0,1,2,3
CUST101646,Siti Rahman,2025-08-25,Malaysia,Mainstream,45-54,2026-06-18,6,489.38,81.56,4,41,338,0.0,3,3,3
CUST101647,Nur Aisyah Chua,2026-07-05,Indonesia,Budget,25-34,2026-06-12,6,1015.06,169.18,4,47,24,0.0,3,3,2
CUST101648,Siti Muthu,2025-01-15,Singapore,Mainstream,25-34,2026-06-07,5,293.64,58.73,4,52,560,0.0,3,3,4
CUST101649,Ahmad Osman,2025-06-05,Singapore,Premium,25-34,2026-07-27,10,737.81,73.78,5,2,419,0.0,1,1,3
CUST101650,Zhi Hao Binte Ismail,2025-10-31,Indonesia,Budget,45-54,2026-05-19,4,401.35,100.34,4,71,271,0.0,3,4,4
CUST101651,Zhi Hao Rahman,2025-06-17,Malaysia,Mainstream,25-34,2026-04-23,5,490.09,98.02,4,97,407,1.0,4,3,3
CUST101652,Arif Binte Ismail,2025-02-08,Indonesia,Mainstream,35-44,2026-06-16,5,463.98,92.8,3,43,536,0.0,3,3,3
CUST101653,Kumar Bin Abdullah,2026-07-19,Singapore,Mainstream,35-44,2026-06-29,11,1549.19,140.84,6,30,10,0.0,2,1,1
CUST101654,Wei Ming Goh,2025-04-14,Singapore,Budget,45-54,2026-06-16,2,772.93,386.46,2,43,471,0.0,3,4,3
CUST101655,Ahmad Lee,2024-11-08,Singapore,Mainstream,45-54,2026-07-06,9,626.07,69.56,5,23,628,0.0,2,2,3
CUST101656,Chen Wei Binte Ismail,2025-02-14,Indonesia,Budget,18-24,2026-07-28,8,525.42,65.68,5,1,530,0.0,1,2,3
CUST101657,Farhan Osman,2025-05-03,Indonesia,Budget,25-34,2026-07-07,5,763.95,152.79,5,22,452,0.0,2,3,3
CUST101658,Zhi Hao Wong,2026-05-24,Malaysia,Mainstream,35-44,2026-07-22,5,785.12,157.02,3,7,66,0.0,1,3,3
CUST101659,Kumar Tan,2025-02-01,Malaysia,Budget,45-54,2026-05-06,5,401.03,80.21,4,84,543,0.0,4,3,4
CUST101660,Hui Ling Bin Abdullah,2025-01-28,Singapore,Budget,35-44,2026-03-10,5,512.84,102.57,3,141,547,1.0,4,3,3
CUST101661,Xin Yi Nair,2025-08-03,Indonesia,Premium,35-44,2026-06-23,10,1205.72,120.57,6,36,360,0.0,2,1,2
CUST101662,Farhan Chua,2025-05-30,Thailand,Budget,45-54,2026-04-29,3,227.34,75.78,2,91,425,1.0,4,4,4
CUST101663,Nur Aisyah Binte Ismail,2025-05-04,Indonesia,Mainstream,25-34,2026-04-23,9,1227.19,136.35,6,97,451,1.0,4,2,2
CUST101664,Jia Xin Muthu,2026-05-02,Singapore,Mainstream,18-24,2026-04-22,4,1241.7,310.42,3,98,88,1.0,4,4,2
CUST101665,Zhi Hao Osman,2026-01-23,Malaysia,Budget,45-54,2026-07-22,5,369.83,73.97,4,7,187,0.0,1,3,4
CUST101666,Siti Osman,2024-12-28,Singapore,Mainstream,35-44,2026-07-15,8,805.29,100.66,7,14,578,0.0,1,2,3
CUST101667,Hui Ling Binte Ismail,2024-08-18,Singapore,Mainstream,45-54,2026-05-01,7,724.27,103.47,4,89,710,0.0,4,2,3
CUST101668,Ahmad Tan,2026-01-13,Singapore,Mainstream,25-34,2026-06-15,5,1142.82,228.56,3,44,197,0.0,3,3,2
CUST101669,Suresh Muthu,2025-10-10,Singapore,Mainstream,35-44,2026-06-28,7,1312.54,187.51,6,31,292,0.0,2,2,2
CUST101670,Ahmad Rahman,2024-09-29,Singapore,Premium,25-34,2026-07-11,14,2025.34,144.67,5,18,668,0.0,2,1,1
CUST101671,Hui Ling Nair,2026-04-02,Indonesia,Premium,25-34,2026-07-08,15,955.91,63.73,5,21,118,0.0,2,1,2
CUST101672,Ahmad Chua,2026-01-20,Singapore,Budget,18-24,2026-02-28,6,485.98,81.0,4,151,190,1.0,4,3,3
CUST101673,Zhi Hao Lim,2026-06-19,Indonesia,Budget,35-44,2026-05-07,4,348.44,87.11,4,83,40,0.0,4,4,4
CUST101674,Arif Chua,2026-02-08,Thailand,Mainstream,25-34,2026-07-16,11,2037.68,185.24,6,13,171,0.0,1,1,1
CUST101675,Nur Aisyah Goh,2025-04-21,Malaysia,Premium,25-34,2026-06-07,7,677.91,96.84,5,52,464,0.0,3,2,3
CUST101676,Arif Yusof,2025-11-17,Malaysia,Mainstream,25-34,2026-05-02,7,1694.53,242.08,4,88,254,0.0,4,2,1
CUST101677,Nabila Lee,2024-08-11,Indonesia,Budget,25-34,2026-07-23,3,218.32,72.77,3,6,717,0.0,1,4,4
CUST101678,Hui Ling Muthu,2024-10-17,Singapore,Premium,35-44,2026-07-29,14,2441.72,174.41,7,0,650,0.0,1,1,1
CUST101679,Nur Aisyah Kaur,2024-10-14,Malaysia,Budget,35-44,2026-06-10,2,131.96,65.98,1,49,653,0.0,3,4,4
CUST101680,Nabila Chua,2025-02-14,Malaysia,Budget,35-44,2025-10-24,1,54.04,54.04,1,278,530,1.0,4,4,4
CUST101681,Wei Ming Osman,2025-03-04,Indonesia,Mainstream,25-34,2026-03-05,7,1727.9,246.84,5,146,512,1.0,4,2,1
CUST101682,Nur Aisyah Chua,2025-07-22,Indonesia,Budget,35-44,2025-10-28,4,398.98,99.74,3,274,372,1.0,4,4,4
CUST101683,Zhi Hao Rahman,2024-08-05,Indonesia,Mainstream,18-24,2026-06-28,3,679.18,226.39,3,31,723,0.0,2,4,3
