customer_id,customer_name,signup_date,country,segment,age_group,last_purchase_date,frequency,monetary_sgd,avg_basket_sgd,categories_purchased,recency_days,tenure_days,churned,recency_days_quartile,frequency_quartile,monetary_sgd_quartile,churn_probability,churn_risk_band
CUST101000,Suresh Tan,2025-03-25,Indonesia,Mainstream,35-44,2026-07-12,5,590.93,118.19,3,17,491,0.0,2,3,3,0.433,Medium
CUST101001,Jia Xin Lee,2024-09-30,Indonesia,Budget,25-34,2026-07-22,6,2415.76,402.63,2,7,667,0.0,1,3,1,0.544,Medium
CUST101002,Xin Yi Lim,2026-06-10,Singapore,Budget,25-34,2026-06-12,4,299.26,74.82,3,47,49,0.0,3,4,4,0.5661,Medium
CUST101003,Farhan Bin Abdullah,2025-12-03,Singapore,Budget,18-24,2026-05-30,9,1432.93,159.21,7,60,238,0.0,3,2,1,0.2457,Low
CUST101004,Xin Yi Nair,2026-01-17,Singapore,Budget,35-44,2026-05-07,2,238.85,119.42,2,83,193,0.0,4,4,4,0.773,High
CUST101005,Mei Ling Wong,2025-06-02,Singapore,Premium,35-44,2026-07-07,15,1334.02,88.93,7,22,422,0.0,2,1,2,0.0468,Low
CUST101006,Nur Aisyah Muthu,2025-07-05,Malaysia,Mainstream,35-44,2026-07-08,7,433.78,61.97,5,21,389,0.0,2,2,4,0.3329,Medium
CUST101007,Zhi Hao Rahman,2024-10-27,Thailand,Budget,55+,2026-07-03,6,641.9,106.98,5,26,640,0.0,2,3,3,0.3442,Medium
CUST101008,Farhan Yusof,2024-09-27,Singapore,Mainstream,35-44,2026-07-24,12,1791.34,149.28,5,5,670,0.0,1,1,1,0.1035,Low
CUST101009,Ravi Lee,2025-01-11,Singapore,Mainstream,45-54,2026-03-05,5,378.01,75.6,3,146,564,1.0,4,3,4,0.6394,Medium
CUST101010,Priya Nair,2026-03-06,Indonesia,Budget,25-34,2026-02-24,7,1567.3,223.9,4,155,145,1.0,4,2,1,0.5277,Medium
CUST101011,Aina Chong,2026-06-30,Malaysia,Budget,35-44,2026-04-26,8,533.85,66.73,6,94,29,1.0,4,2,3,0.4018,Medium
CUST101012,Hui Ling Kaur,2024-10-11,Singapore,Mainstream,35-44,2026-05-05,6,551.95,91.99,3,85,656,0.0,4,3,3,0.4001,Medium
CUST101013,Zhi Hao Goh,2024-09-09,Singapore,Budget,25-34,2026-05-31,8,2094.07,261.76,4,59,688,0.0,3,2,1,0.2792,Low
CUST101014,Ahmad Wong,2026-01-28,Thailand,Mainstream,25-34,2026-03-06,9,1424.96,158.33,6,145,182,1.0,4,2,1,0.2353,Low
CUST101015,Divya Bin Abdullah,2026-06-25,Singapore,Budget,35-44,2026-05-15,5,1025.95,205.19,4,75,34,0.0,3,3,2,0.4791,Medium
CUST101016,Hui Ling Yusof,2025-03-20,Malaysia,Budget,18-24,2026-07-01,4,786.51,196.63,3,28,496,0.0,2,4,3,0.6315,Medium
CUST101017,Nabila Osman,2025-05-26,Indonesia,Mainstream,25-34,2026-06-26,9,951.34,105.7,5,33,429,0.0,2,2,2,0.2088,Low
CUST101018,Divya Tan,2024-10-19,Singapore,Mainstream,45-54,2026-07-08,7,898.13,128.3,4,21,648,0.0,2,2,2,0.2198,Low
CUST101019,Nabila Lee,2025-06-04,Indonesia,Premium,25-34,2026-07-15,17,1834.02,107.88,6,14,420,0.0,1,1,1,0.0689,Low
CUST101020,Kumar Muthu,2025-01-20,Singapore,Budget,18-24,2026-03-13,5,582.46,116.49,4,138,555,1.0,4,3,3,0.477,Medium
CUST101021,Ravi Chua,2025-01-01,Singapore,Mainstream,18-24,2026-07-19,6,833.41,138.9,6,10,574,0.0,1,3,3,0.3063,Low
CUST101022,Kumar Goh,2026-07-22,Singapore,Premium,55+,2026-06-18,15,2471.87,164.79,7,41,7,0.0,3,1,1,0.0637,Low
CUST101023,Mei Ling Kaur,2026-04-12,Thailand,Mainstream,55+,2026-07-18,4,863.96,215.99,4,11,108,0.0,1,4,2,0.5148,Medium
CUST101024,Xin Yi Nair,2025-01-06,Singapore,Premium,35-44,2026-06-24,10,649.24,64.92,4,35,569,0.0,2,1,3,0.1682,Low
CUST101025,Nur Aisyah Rahman,2026-03-21,Singapore,Premium,25-34,2026-05-31,11,818.05,74.37,6,59,130,0.0,3,1,3,0.1415,Low
CUST101026,Jia Xin Goh,2026-03-01,Thailand,Mainstream,25-34,2026-06-10,8,1280.78,160.1,6,49,150,0.0,3,2,2,0.2212,Low
CUST101027,Ravi Wong,2025-01-26,Singapore,Premium,25-34,2026-07-27,15,2252.56,150.17,7,2,549,0.0,1,1,1,0.0636,Low
CUST101028,Ravi Chua,2026-03-02,Thailand,Mainstream,45-54,2026-07-08,10,1652.68,165.27,6,21,149,0.0,2,1,1,0.1396,Low
CUST101029,Jia Xin Lee,2026-04-11,Indonesia,Mainstream,35-44,2026-07-29,7,2441.24,348.75,4,0,109,0.0,1,2,1,0.3846,Medium
CUST101030,Suresh Chong,2026-07-20,Malaysia,Premium,45-54,2026-07-13,14,2292.4,163.74,7,16,9,0.0,1,1,1,0.0487,Low
CUST101031,Arif Yusof,2025-08-21,Indonesia,Mainstream,25-34,2026-07-27,10,883.56,88.36,5,2,342,0.0,1,1,2,0.2078,Low
CUST101032,Divya Kaur,2025-04-21,Indonesia,Budget,45-54,2026-01-23,5,838.86,167.77,5,187,464,1.0,4,3,3,0.3935,Medium
CUST101033,Ravi Muthu,2025-02-10,Singapore,Budget,25-34,2026-06-18,6,783.41,130.57,4,41,534,0.0,3,3,3,0.4075,Medium
CUST101034,Priya Lee,2024-10-06,Thailand,Budget,25-34,2026-07-10,5,1045.64,209.13,4,19,661,0.0,2,3,2,0.4342,Medium
CUST101035,Nur Aisyah Nair,2025-04-10,Thailand,Premium,35-44,2026-07-04,8,1558.4,194.8,6,25,475,0.0,2,2,1,0.1693,Low
CUST101036,Farhan Wong,2025-01-23,Thailand,Budget,35-44,2026-05-31,5,916.2,183.24,4,59,552,0.0,3,3,2,0.4679,Medium
CUST101037,Aina Lee,2026-02-26,Malaysia,Budget,45-54,2026-06-23,4,212.06,53.02,3,36,153,0.0,2,4,4,0.6352,Medium
CUST101038,Mei Ling Lee,2025-11-23,Malaysia,Mainstream,25-34,2026-07-22,12,1748.26,145.69,6,7,248,0.0,1,1,1,0.0626,Low
CUST101039,Kumar Lim,2025-12-20,Malaysia,Budget,55+,2026-04-29,3,419.67,139.89,2,91,221,1.0,4,4,4,0.777,High
CUST101040,Haziq Lim,2026-06-12,Singapore,Premium,25-34,2026-07-16,16,1959.34,122.46,5,13,47,0.0,1,1,1,0.0755,Low
CUST101041,Priya Yusof,2024-08-21,Malaysia,Mainstream,25-34,2026-07-09,9,684.11,76.01,4,20,707,0.0,2,2,3,0.1733,Low
CUST101042,Arif Nair,2026-02-03,Malaysia,Budget,25-34,2026-03-08,7,775.11,110.73,6,143,176,1.0,4,2,3,0.3675,Medium
CUST101043,Ravi Nair,2025-09-05,Indonesia,Budget,18-24,2026-01-23,6,162.87,27.14,4,187,327,1.0,4,3,4,0.5005,Medium
CUST101044,Priya Tan,2025-11-11,Singapore,Mainstream,45-54,2026-07-16,7,1270.66,181.52,5,13,260,0.0,1,2,2,0.2825,Low
CUST101045,Suresh Rahman,2026-06-27,Malaysia,Mainstream,18-24,2026-07-09,7,864.26,123.47,4,20,32,0.0,2,2,2,0.2828,Low
CUST101046,Haziq Bin Abdullah,2024-10-08,Malaysia,Mainstream,25-34,2026-06-25,7,1268.08,181.15,5,34,659,0.0,2,2,2,0.2871,Low
CUST101047,Nur Aisyah Chua,2026-02-19,Malaysia,Budget,25-34,2026-02-24,8,754.45,94.31,5,155,160,1.0,4,2,3,0.3348,Medium
CUST101048,Chen Wei Osman,2026-05-17,Thailand,Premium,35-44,2026-07-10,13,997.18,76.71,6,19,73,0.0,2,1,2,0.0953,Low
CUST101049,Xin Yi Binte Ismail,2025-11-22,Indonesia,Mainstream,55+,2026-06-05,11,1403.83,127.62,6,54,249,0.0,3,1,2,0.1277,Low
CUST101050,Chen Wei Yusof,2026-04-16,Singapore,Mainstream,45-54,2026-03-08,6,404.92,67.49,3,143,104,1.0,4,3,4,0.6026,Medium
CUST101051,Nur Aisyah Lim,2024-07-30,Singapore,Budget,25-34,2026-04-25,2,54.79,27.4,2,95,729,1.0,4,4,4,0.8646,High
CUST101052,Suresh Rahman,2026-03-14,Indonesia,Premium,25-34,2026-06-22,6,1188.74,198.12,5,37,137,0.0,2,3,2,0.385,Medium
CUST101053,Xin Yi Bin Abdullah,2025-12-21,Malaysia,Mainstream,25-34,2026-05-04,5,1032.06,206.41,4,86,220,0.0,4,3,2,0.4212,Medium
CUST101054,Kumar Rahman,2026-01-13,Indonesia,Budget,55+,2026-01-19,3,468.24,156.08,3,191,197,1.0,4,4,3,0.7134,High
CUST101055,Kumar Yusof,2026-07-10,Singapore,Premium,18-24,2026-07-14,16,2425.72,151.61,6,15,19,0.0,1,1,1,0.0565,Low
CUST101056,Chen Wei Muthu,2026-07-20,Singapore,Premium,55+,2026-07-16,9,2021.64,224.63,6,13,9,0.0,1,2,1,0.2457,Low
CUST101057,Ravi Binte Ismail,2025-07-20,Malaysia,Mainstream,45-54,2026-06-04,6,1317.35,219.56,3,55,374,0.0,3,3,2,0.5009,Medium
CUST101058,Nabila Chong,2026-02-10,Indonesia,Mainstream,35-44,2026-07-06,10,1027.25,102.72,5,23,169,0.0,2,1,2,0.2036,Low
CUST101059,Ahmad Yusof,2026-05-29,Thailand,Budget,45-54,2026-04-04,5,364.62,72.92,4,116,61,1.0,4,3,4,0.503,Medium
CUST101060,Xin Yi Goh,2025-12-29,Thailand,Mainstream,25-34,2026-07-02,8,1217.27,152.16,5,27,212,0.0,2,2,2,0.2279,Low
CUST101061,Divya Nair,2026-01-10,Malaysia,Budget,25-34,2026-03-08,2,153.63,76.82,2,143,200,1.0,4,4,4,0.7992,High
CUST101062,Ravi Binte Ismail,2025-09-23,Indonesia,Mainstream,25-34,2026-06-16,6,1441.08,240.18,5,43,309,0.0,3,3,1,0.4868,Medium
CUST101063,Priya Nair,2024-08-04,Singapore,Budget,25-34,2025-12-08,1,7.79,7.79,1,233,724,1.0,4,4,4,0.9285,High
CUST101064,Hui Ling Rahman,2025-12-17,Malaysia,Budget,35-44,2026-03-10,1,41.88,41.88,1,141,224,1.0,4,4,4,0.8996,High
CUST101065,Ravi Goh,2025-03-02,Thailand,Premium,35-44,2026-06-13,10,639.19,63.92,5,46,514,0.0,3,1,3,0.154,Low
CUST101066,Ahmad Wong,2025-01-15,Malaysia,Budget,45-54,2026-05-31,7,512.85,73.26,4,59,560,0.0,3,2,3,0.2761,Low
CUST101067,Farhan Yusof,2026-06-23,Thailand,Mainstream,45-54,2026-04-12,5,1126.98,225.4,4,108,36,1.0,4,3,2,0.5109,Medium
CUST101068,Ahmad Tan,2025-07-29,Singapore,Budget,25-34,2026-07-19,5,1719.55,343.91,2,10,365,0.0,1,3,1,0.6042,Medium
CUST101069,Ahmad Lee,2025-09-05,Singapore,Budget,25-34,2026-02-27,3,209.98,69.99,2,152,327,1.0,4,4,4,0.7416,High
CUST101070,Ravi Muthu,2025-07-24,Malaysia,Budget,25-34,2026-07-18,6,250.77,41.79,3,11,370,0.0,1,3,4,0.5492,Medium
CUST101071,Nabila Nair,2026-03-26,Thailand,Budget,18-24,2026-07-12,4,902.99,225.75,4,17,125,0.0,2,4,2,0.5407,Medium
CUST101072,Jia Xin Lee,2025-08-24,Singapore,Mainstream,35-44,2026-07-26,12,1023.98,85.33,5,3,339,0.0,1,1,2,0.1704,Low
CUST101073,Nur Aisyah Goh,2026-05-01,Indonesia,Budget,35-44,2026-07-10,2,297.69,148.84,2,19,89,0.0,2,4,4,0.8172,High
CUST101074,Haziq Osman,2024-09-07,Singapore,Mainstream,35-44,2026-07-08,8,1632.47,204.06,6,21,690,0.0,2,2,1,0.1882,Low
CUST101075,Priya Rahman,2025-05-27,Indonesia,Mainstream,35-44,2026-05-10,9,1671.16,185.68,6,80,428,0.0,3,2,1,0.1595,Low
CUST101076,Suresh Chong,2026-07-04,Malaysia,Budget,45-54,2026-04-27,5,529.57,105.91,4,93,25,1.0,4,3,3,0.4352,Medium
CUST101077,Ravi Kaur,2025-07-25,Singapore,Budget,35-44,2026-04-05,4,464.47,116.12,2,115,369,1.0,4,4,3,0.6779,High
CUST101078,Farhan Nair,2024-09-21,Indonesia,Budget,55+,2026-04-03,4,609.9,152.48,3,117,676,1.0,4,4,3,0.6542,Medium
CUST101079,Haziq Wong,2025-02-02,Indonesia,Budget,45-54,2026-04-24,3,1188.08,396.03,3,96,542,1.0,4,4,2,0.7592,High
CUST101080,Haziq Binte Ismail,2026-01-11,Malaysia,Budget,35-44,2026-07-23,5,658.72,131.74,4,6,199,0.0,1,3,3,0.4428,Medium
CUST101081,Farhan Muthu,2024-10-16,Singapore,Mainstream,18-24,2026-06-06,10,1628.3,162.83,4,53,651,0.0,3,1,1,0.1716,Low
CUST101082,Nabila Muthu,2026-03-16,Singapore,Mainstream,45-54,2026-03-29,6,516.23,86.04,5,122,135,1.0,4,3,3,0.5001,Medium
CUST101083,Priya Osman,2026-01-30,Thailand,Premium,25-34,2026-07-22,11,1257.6,114.33,5,7,180,0.0,1,1,2,0.1196,Low
CUST101084,Chen Wei Goh,2026-04-07,Indonesia,Mainstream,25-34,2026-07-28,5,985.59,197.12,4,1,113,0.0,1,3,2,0.4103,Medium
CUST101085,Wei Ming Chua,2024-09-24,Indonesia,Mainstream,25-34,2026-07-29,10,2803.11,280.31,6,0,673,0.0,1,1,1,0.2358,Low
CUST101086,Nabila Chua,2025-02-21,Indonesia,Budget,25-34,2025-12-28,3,911.07,303.69,3,213,523,1.0,4,4,2,0.7172,High
CUST101087,Siti Chua,2025-07-16,Indonesia,Budget,18-24,2026-02-05,4,458.17,114.54,3,174,378,1.0,4,4,4,0.6003,Medium
CUST101088,Arif Kaur,2025-03-29,Singapore,Mainstream,25-34,2026-02-19,7,1308.8,186.97,4,160,487,1.0,4,2,2,0.3943,Medium
CUST101089,Zhi Hao Lee,2026-01-22,Malaysia,Budget,45-54,2026-06-29,10,1535.68,153.57,6,30,188,0.0,2,1,1,0.2367,Low
CUST101090,Aina Binte Ismail,2026-06-08,Indonesia,Budget,35-44,2026-03-21,9,2096.92,232.99,5,130,51,1.0,4,2,1,0.4419,Medium
CUST101091,Zhi Hao Nair,2024-11-19,Singapore,Premium,55+,2026-06-18,12,718.63,59.89,5,41,617,0.0,3,1,3,0.1527,Low
CUST101092,Zhi Hao Rahman,2024-08-25,Singapore,Budget,45-54,2026-07-17,5,595.64,119.13,4,12,703,0.0,1,3,3,0.4196,Medium
CUST101093,Priya Binte Ismail,2026-07-04,Malaysia,Budget,25-34,2026-05-17,8,560.14,70.02,3,73,25,0.0,3,2,3,0.4547,Medium
CUST101094,Mei Ling Chong,2026-06-22,Thailand,Premium,45-54,2026-07-25,10,753.2,75.32,6,4,37,0.0,1,1,3,0.1163,Low
CUST101095,Jia Xin Lee,2025-06-16,Indonesia,Budget,35-44,2026-05-04,4,410.11,102.53,4,86,408,0.0,4,4,4,0.5236,Medium
CUST101096,Kumar Binte Ismail,2026-06-28,Singapore,Budget,25-34,2026-07-07,5,1376.4,275.28,4,22,31,0.0,2,3,2,0.4244,Medium
CUST101097,Aina Osman,2025-02-18,Thailand,Budget,55+,2026-06-29,6,1429.57,238.26,4,30,526,0.0,2,3,1,0.4832,Medium
CUST101098,Kumar Osman,2024-09-07,Singapore,Budget,55+,2026-06-14,9,924.31,102.7,4,45,690,0.0,3,2,2,0.15,Low
CUST101099,Divya Bin Abdullah,2026-01-06,Singapore,Premium,18-24,2026-07-11,14,2208.63,157.76,6,18,204,0.0,2,1,1,0.0363,Low
CUST101100,Jia Xin Tan,2025-12-27,Thailand,Mainstream,45-54,2026-07-15,7,1366.93,195.28,4,14,214,0.0,1,2,2,0.3129,Low
CUST101101,Wei Ming Wong,2024-11-06,Indonesia,Mainstream,18-24,2026-07-08,5,1374.67,274.93,3,21,630,0.0,2,3,2,0.4841,Medium
CUST101102,Mei Ling Chua,2025-11-11,Thailand,Budget,55+,2026-06-29,6,1215.84,202.64,6,30,260,0.0,2,3,2,0.4692,Medium
CUST101103,Arif Osman,2026-02-04,Indonesia,Budget,35-44,2026-07-28,3,282.63,94.21,3,1,175,0.0,1,4,4,0.6437,Medium
CUST101104,Siti Bin Abdullah,2026-05-29,Indonesia,Mainstream,25-34,2026-07-07,7,1221.05,174.44,4,22,61,0.0,2,2,2,0.3477,Medium
CUST101105,Aina Chua,2024-11-23,Singapore,Budget,45-54,2026-06-21,4,226.49,56.62,2,38,613,0.0,2,4,4,0.6647,High
CUST101106,Zhi Hao Lim,2024-09-22,Singapore,Budget,35-44,2026-07-09,9,624.5,69.39,5,20,675,0.0,2,2,3,0.1563,Low
CUST101107,Arif Wong,2026-06-02,Thailand,Mainstream,18-24,2026-07-11,6,2024.83,337.47,3,18,57,0.0,2,3,1,0.5283,Medium
CUST101108,Mei Ling Goh,2024-12-20,Thailand,Premium,45-54,2026-07-28,17,2513.85,147.87,6,1,586,0.0,1,1,1,0.0464,Low
CUST101109,Kumar Bin Abdullah,2026-04-04,Malaysia,Premium,45-54,2026-07-28,20,2196.5,109.82,7,1,116,0.0,1,1,1,0.0475,Low
CUST101110,Chen Wei Bin Abdullah,2026-04-19,Malaysia,Mainstream,35-44,2026-07-14,10,618.29,61.83,5,15,101,0.0,1,1,3,0.287,Low
CUST101111,Wei Ming Lee,2025-10-24,Singapore,Mainstream,35-44,2026-07-18,8,1886.48,235.81,3,11,278,0.0,1,2,1,0.3962,Medium
CUST101112,Farhan Nair,2025-09-14,Singapore,Mainstream,18-24,2026-06-06,6,1464.85,244.14,5,53,318,0.0,3,3,1,0.4721,Medium
CUST101113,Suresh Muthu,2024-11-13,Thailand,Premium,25-34,2026-06-28,11,1835.42,166.86,5,31,623,0.0,2,1,1,0.0956,Low
CUST101114,Kumar Goh,2025-03-06,Singapore,Budget,35-44,2026-07-13,5,899.62,179.92,5,16,510,0.0,1,3,2,0.4168,Medium
CUST101115,Zhi Hao Lim,2026-04-15,Malaysia,Budget,25-34,2026-05-14,4,819.35,204.84,4,76,105,0.0,3,4,3,0.5397,Medium
CUST101116,Chen Wei Bin Abdullah,2025-05-29,Thailand,Budget,25-34,2026-05-09,1,135.67,135.67,1,81,426,0.0,3,4,4,0.8422,High
CUST101117,Divya Chua,2024-10-28,Malaysia,Premium,55+,2026-07-18,11,1796.99,163.36,5,11,639,0.0,1,1,1,0.092,Low
CUST101118,Siti Rahman,2025-04-02,Malaysia,Premium,45-54,2026-07-28,9,1332.19,148.02,6,1,483,0.0,1,2,2,0.1413,Low
CUST101119,Mei Ling Muthu,2026-02-12,Singapore,Mainstream,35-44,2026-05-03,4,504.1,126.02,3,87,167,0.0,4,4,3,0.6161,Medium
CUST101120,Siti Nair,2026-04-26,Singapore,Budget,35-44,2026-07-21,4,202.86,50.72,3,8,94,0.0,1,4,4,0.5677,Medium
CUST101121,Mei Ling Lim,2025-09-02,Singapore,Premium,45-54,2026-07-19,11,770.43,70.04,5,10,330,0.0,1,1,3,0.1443,Low
CUST101122,Ravi Osman,2025-08-19,Singapore,Budget,45-54,2026-06-22,2,790.63,395.32,2,37,344,0.0,2,4,3,0.7432,High
CUST101123,Divya Bin Abdullah,2025-11-14,Singapore,Budget,18-24,2026-07-05,5,1148.26,229.65,5,24,257,0.0,2,3,2,0.4661,Medium
CUST101124,Nur Aisyah Lee,2026-05-11,Singapore,Mainstream,25-34,2026-07-03,6,1447.87,241.31,4,26,79,0.0,2,3,1,0.5368,Medium
CUST101125,Ahmad Chong,2026-05-04,Singapore,Mainstream,25-34,2026-04-10,4,237.31,59.33,3,110,86,1.0,4,4,4,0.6519,Medium
CUST101126,Siti Kaur,2025-07-08,Singapore,Premium,18-24,2026-07-22,18,3103.22,172.4,7,7,386,0.0,1,1,1,0.031,Low
CUST101127,Kumar Yusof,2024-09-08,Thailand,Budget,25-34,2026-07-07,5,312.38,62.48,4,22,689,0.0,2,3,4,0.4762,Medium
CUST101128,Xin Yi Nair,2025-05-19,Singapore,Budget,35-44,2026-04-24,8,1134.99,141.87,6,96,436,1.0,4,2,2,0.25,Low
CUST101129,Wei Ming Goh,2025-09-13,Malaysia,Mainstream,45-54,2026-07-02,5,715.64,143.13,3,27,319,0.0,2,3,3,0.527,Medium
CUST101130,Wei Ming Goh,2024-09-18,Thailand,Budget,55+,2025-11-09,3,276.47,92.16,3,262,679,1.0,4,4,4,0.7446,High
CUST101131,Wei Ming Kaur,2025-03-13,Singapore,Premium,25-34,2026-07-26,12,1637.98,136.5,6,3,503,0.0,1,1,1,0.1048,Low
CUST101132,Arif Lim,2025-02-20,Malaysia,Budget,25-34,2026-05-26,6,1168.1,194.68,5,64,524,0.0,3,3,2,0.4633,Medium
CUST101133,Aina Yusof,2025-06-05,Indonesia,Budget,25-34,2026-06-07,7,924.23,132.03,4,52,419,0.0,3,2,2,0.2569,Low
CUST101134,Arif Goh,2025-01-19,Malaysia,Budget,25-34,2026-06-19,6,1410.96,235.16,4,40,556,0.0,3,3,1,0.4715,Medium
CUST101135,Priya Rahman,2025-07-28,Singapore,Mainstream,18-24,2026-05-08,6,606.09,101.02,4,82,366,0.0,4,3,3,0.4059,Medium
CUST101136,Kumar Lee,2025-05-01,Indonesia,Premium,55+,2026-05-29,8,975.28,121.91,5,61,454,0.0,3,2,2,0.1812,Low
CUST101137,Nur Aisyah Lee,2025-05-05,Indonesia,Budget,18-24,2026-05-20,6,1270.87,211.81,5,70,450,0.0,3,3,2,0.4528,Medium
CUST101138,Siti Tan,2025-01-26,Malaysia,Budget,45-54,2026-02-02,3,320.3,106.77,3,177,549,1.0,4,4,4,0.7179,High
CUST101139,Jia Xin Yusof,2024-10-12,Singapore,Premium,25-34,2026-07-23,11,1853.74,168.52,6,6,655,0.0,1,1,1,0.1131,Low
CUST101140,Xin Yi Wong,2025-12-27,Singapore,Mainstream,35-44,2026-07-14,9,1325.22,147.25,6,15,214,0.0,1,2,2,0.2402,Low
CUST101141,Priya Chua,2025-03-06,Indonesia,Budget,45-54,2026-06-29,6,607.89,101.32,3,30,510,0.0,2,3,3,0.4353,Medium
CUST101142,Aina Osman,2026-07-06,Singapore,Budget,55+,2026-03-29,6,638.94,106.49,3,122,23,1.0,4,3,3,0.4891,Medium
CUST101143,Chen Wei Osman,2025-07-06,Singapore,Premium,25-34,2026-07-04,12,2363.47,196.96,5,25,388,0.0,2,1,1,0.1084,Low
CUST101144,Chen Wei Lee,2024-10-11,Malaysia,Mainstream,55+,2026-02-12,5,835.12,167.02,4,167,656,1.0,4,3,3,0.4859,Medium
CUST101145,Jia Xin Rahman,2025-04-15,Thailand,Budget,25-34,2026-07-22,9,1463.6,162.62,6,7,470,0.0,1,2,1,0.2138,Low
CUST101146,Siti Chua,2026-01-15,Singapore,Budget,45-54,2026-02-17,4,149.4,37.35,3,162,195,1.0,4,4,4,0.6634,High
CUST101147,Ravi Osman,2025-05-13,Singapore,Budget,18-24,2026-05-15,7,1417.69,202.53,5,75,442,0.0,3,2,1,0.3405,Medium
CUST101148,Nur Aisyah Kaur,2025-11-10,Malaysia,Budget,35-44,2026-03-24,4,308.34,77.08,3,127,261,1.0,4,4,4,0.6341,Medium
CUST101149,Siti Muthu,2025-09-16,Indonesia,Budget,35-44,2026-06-22,1,143.61,143.61,1,37,316,0.0,2,4,4,0.8552,High
CUST101150,Kumar Bin Abdullah,2026-02-13,Malaysia,Budget,45-54,2026-04-28,3,228.17,76.06,3,92,166,1.0,4,4,4,0.6987,High
CUST101151,Divya Muthu,2025-04-29,Thailand,Budget,45-54,2026-06-02,3,169.17,56.39,2,57,456,0.0,3,4,4,0.7382,High
CUST101152,Chen Wei Lim,2026-03-07,Singapore,Budget,25-34,2026-07-17,6,632.39,105.4,4,12,144,0.0,1,3,3,0.4288,Medium
CUST101153,Priya Bin Abdullah,2025-09-09,Singapore,Mainstream,45-54,2026-06-27,7,2075.61,296.52,5,32,323,0.0,2,2,1,0.3701,Medium
CUST101154,Priya Chong,2024-09-12,Malaysia,Mainstream,25-34,2026-06-12,9,1482.4,164.71,5,47,685,0.0,3,2,1,0.1577,Low
CUST101155,Kumar Lim,2025-01-22,Singapore,Mainstream,25-34,2026-06-09,9,1567.0,174.11,7,50,553,0.0,3,2,1,0.212,Low
CUST101156,Ahmad Tan,2025-09-30,Malaysia,Budget,18-24,2025-12-12,1,273.75,273.75,1,229,302,1.0,4,4,4,0.8848,High
CUST101157,Siti Tan,2024-08-21,Indonesia,Premium,25-34,2026-07-22,15,1804.54,120.3,6,7,707,0.0,1,1,1,0.1011,Low
CUST101158,Hui Ling Lee,2026-07-19,Singapore,Premium,18-24,2026-06-24,13,1698.78,130.68,5,35,10,0.0,2,1,1,0.1368,Low
CUST101159,Suresh Chua,2024-08-28,Indonesia,Premium,35-44,2026-06-10,10,1288.67,128.87,6,49,700,0.0,3,1,2,0.1389,Low
CUST101160,Hui Ling Tan,2025-11-14,Singapore,Budget,18-24,2026-06-26,8,465.91,58.24,5,33,257,0.0,2,2,3,0.2817,Low
CUST101161,Priya Nair,2024-12-07,Malaysia,Budget,35-44,2026-07-15,5,589.97,117.99,4,14,599,0.0,1,3,3,0.4663,Medium
CUST101162,Ravi Osman,2024-09-06,Malaysia,Mainstream,18-24,2026-06-23,6,926.37,154.4,3,36,691,0.0,2,3,2,0.4555,Medium
CUST101163,Priya Bin Abdullah,2025-05-16,Malaysia,Budget,35-44,2026-07-09,4,459.63,114.91,3,20,439,0.0,2,4,4,0.6042,Medium
CUST101164,Wei Ming Bin Abdullah,2025-05-10,Singapore,Budget,25-34,2025-09-24,2,218.84,109.42,2,308,445,1.0,4,4,4,0.8132,High
CUST101165,Hui Ling Osman,2025-01-28,Thailand,Budget,25-34,2026-06-22,5,251.33,50.27,3,37,547,0.0,2,3,4,0.6319,Medium
CUST101166,Kumar Osman,2026-02-04,Thailand,Mainstream,35-44,2026-05-22,4,654.37,163.59,2,68,175,0.0,3,4,3,0.6393,Medium
CUST101167,Divya Chong,2026-03-22,Indonesia,Mainstream,55+,2026-07-17,3,278.3,92.77,2,12,129,0.0,1,4,4,0.645,Medium
CUST101168,Mei Ling Osman,2025-11-21,Thailand,Budget,55+,2026-06-16,6,471.76,78.63,4,43,250,0.0,3,3,3,0.3646,Medium
CUST101169,Wei Ming Lim,2025-08-14,Singapore,Premium,25-34,2026-06-13,8,1066.73,133.34,4,46,349,0.0,3,2,2,0.2514,Low
CUST101170,Farhan Wong,2025-02-02,Malaysia,Mainstream,55+,2026-06-16,9,741.95,82.44,4,43,542,0.0,3,2,3,0.1969,Low
CUST101171,Ahmad Chua,2026-01-23,Singapore,Budget,35-44,2026-04-18,2,217.4,108.7,2,102,187,1.0,4,4,4,0.7765,High
CUST101172,Divya Binte Ismail,2025-06-12,Thailand,Budget,45-54,2026-04-04,5,286.17,57.23,4,116,412,1.0,4,3,4,0.5363,Medium
CUST101173,Priya Chua,2026-07-27,Singapore,Budget,18-24,2026-07-29,5,1340.83,268.17,4,0,2,0.0,1,3,2,0.4411,Medium
CUST101174,Siti Kaur,2026-07-07,Singapore,Premium,18-24,2026-07-01,17,2799.88,164.7,7,28,22,0.0,2,1,1,0.0423,Low
CUST101175,Ahmad Chua,2024-08-23,Indonesia,Mainstream,18-24,2026-07-21,6,379.43,63.24,5,8,705,0.0,1,3,4,0.2404,Low
CUST101176,Ravi Lee,2024-11-16,Singapore,Mainstream,45-54,2026-07-24,7,722.61,103.23,5,5,620,0.0,1,2,3,0.2096,Low
